sample,outcome,amount,contrast,effect,se,lo,hi,p,N
C,mpc_midpoint,1000,food-cash,-0.024775521384663934,0.015613210347947725,-0.05537741366664148,0.005826370897313606,0.11255099547003508,1717
C,mpc_midpoint,1000,medical-cash,-0.05573198615745886,0.014975747636349946,-0.08508445152470476,-0.026379520790212968,0.00019805641521508153,1717
C,mpc_midpoint,1000,medical-food,-0.030956464772794928,0.014196259158989985,-0.0587811327244153,-0.003131796821174558,0.029212482979310395,1717
C,mpc_midpoint,5000,food-cash,-0.0009364010377937437,0.014818076390767898,-0.029979830763698825,0.028107028688111338,0.9496126932761869,1704
C,mpc_midpoint,5000,medical-cash,-0.015625327005582945,0.013910318984947741,-0.04288955221608051,0.011638898204914625,0.2613142031971295,1704
C,mpc_midpoint,5000,medical-food,-0.014688925967789201,0.014460008447379215,-0.043030542524652465,0.013652690589074059,0.3097098339866009,1704
C,mpc_alt,pooled,food-cash,-0.0212459245227265,0.010107473140498162,-0.041056571878102896,-0.0014352771673501012,0.03555313729854113,5171
C,mpc_alt,pooled,medical-cash,-0.05711114133035172,0.0095235227099162,-0.07577724584178747,-0.03844503681891597,2.011811886297669e-09,5171
C,mpc_alt,pooled,medical-food,-0.03586521680762522,0.00927312290059366,-0.0540405376927888,-0.01768989592246165,0.00010988811533346595,5171
C,mpc_alt,200,food-cash,-0.036345232797789145,0.01873727107327651,-0.0730702841014111,0.0003798185058328102,0.052412602656382784,1750
C,mpc_alt,200,medical-cash,-0.0906148241615109,0.017712713974705016,-0.12533174355193272,-0.055897904771089066,3.1240255782783635e-07,1750
C,mpc_alt,200,medical-food,-0.05426959136372175,0.016906297300050138,-0.08740593407182003,-0.02113324865562348,0.0013272467445881616,1750
C,mpc_alt,1000,food-cash,-0.02713289505450625,0.01718803568622397,-0.06082144499950523,0.006555654890492729,0.11442967849968926,1717
C,mpc_alt,1000,medical-cash,-0.06112223458163388,0.016399319791583798,-0.09326490137313811,-0.028979567790129633,0.00019368017353711735,1717
C,mpc_alt,1000,medical-food,-0.03398933952712763,0.01549960406628663,-0.06436856349704942,-0.0036101155572058306,0.028313386268897213,1717
C,mpc_alt,5000,food-cash,0.002205636427989266,0.01621394114447585,-0.0295736882151834,0.03398496107116193,0.8917949312777457,1704
C,mpc_alt,5000,medical-cash,-0.016991440917400707,0.014987659363906034,-0.046367253270656536,0.012384371435855118,0.25692232754738764,1704
C,mpc_alt,5000,medical-food,-0.019197077345389973,0.01574494537558171,-0.05005717028153013,0.01166301559075018,0.22274804981046492,1704
Q1,outcome_ord,pooled,food-cash,-0.10955251740490368,0.07782132678298605,-0.2620823178995563,0.04297728308974896,0.15920684390591255,2715
Q1,outcome_ord,pooled,medical-cash,-0.38922036207903465,0.0742659394239196,-0.5347816033499171,-0.24365912080815225,1.597952973600485e-07,2715
Q1,outcome_ord,pooled,medical-food,-0.27966784467413097,0.07232434721130798,-0.4214235652082946,-0.13791212413996734,0.00011024742706238612,2715
Q1,outcome_ord,200,food-cash,-0.09709046795139509,0.13811136561866533,-0.36778874456397914,0.17360780866118897,0.48206397121311506,943
Q1,outcome_ord,200,medical-cash,-0.4626085834695104,0.1362340411337401,-0.729627304091641,-0.19558986284737978,0.0006845582079204041,943
Q1,outcome_ord,200,medical-food,-0.3655181155181153,0.12783601801278208,-0.6160767108231682,-0.11495952021306244,0.004246127649084672,943
Q1,outcome_ord,1000,food-cash,-0.13669591506548429,0.1342532054582357,-0.3998321977636263,0.1264403676326577,0.3085853923495653,882
Q1,outcome_ord,1000,medical-cash,-0.4003868031854383,0.12760787068974389,-0.6504982297373363,-0.1502753766335403,0.001703173600075741,882
Q1,outcome_ord,1000,medical-food,-0.263690888119954,0.1233888449551375,-0.5055330242320235,-0.021848752007884525,0.03259210795258396,882
Q1,outcome_ord,5000,food-cash,-0.10601773250330115,0.13107455844928598,-0.3629238670639017,0.15088840205729936,0.41860987671703065,890
Q1,outcome_ord,5000,medical-cash,-0.2981917985146918,0.12128308495051521,-0.5359066450177016,-0.06047695201168199,0.01394632526097878,890
Q1,outcome_ord,5000,medical-food,-0.19217406601139064,0.12450348776488643,-0.43620090203056805,0.051852770007786764,0.1227037969108014,890
Q1,mpc_midpoint,pooled,food-cash,-0.021084464231661798,0.013330285055446306,-0.04721182294033656,0.005042894477012963,0.11371888897915441,2715
Q1,mpc_midpoint,pooled,medical-cash,-0.06730618551683862,0.012359762811828504,-0.09153132062802248,-0.043081050405654756,5.1634305378419294e-08,2715
Q1,mpc_midpoint,pooled,medical-food,-0.04622172128517682,0.011941574449842484,-0.06962720720686809,-0.02281623536348555,0.00010854307596770873,2715
Q1,mpc_midpoint,200,food-cash,-0.024762096533619687,0.023917453951238385,-0.07164030627804692,0.022116113210807545,0.30052187188755575,943
Q1,mpc_midpoint,200,medical-cash,-0.08153274705427022,0.023037778829469783,-0.12668679356003099,-0.03637870054850944,0.00040151063048896133,943
Q1,mpc_midpoint,200,medical-food,-0.05677065052065053,0.02129350509315095,-0.09850592050322639,-0.015035380538074669,0.007673647122598507,943
Q1,mpc_midpoint,1000,food-cash,-0.030954391393176406,0.022925478297414918,-0.07588832885610965,0.013979546069756835,0.17694609488425173,882
Q1,mpc_midpoint,1000,medical-cash,-0.07654522184300336,0.021190558665111457,-0.11807871682662181,-0.035011726859384903,0.0003035723540922649,882
Q1,mpc_midpoint,1000,medical-food,-0.04559083044982695,0.02040472633150507,-0.0855840940595769,-0.005597566840077013,0.025461566724399767,882
Q1,mpc_midpoint,5000,food-cash,-0.009353895491416686,0.022129423504937542,-0.052727565561094265,0.03401977457826089,0.6725211402917541,890
Q1,mpc_midpoint,5000,medical-cash,-0.04231891077386718,0.0197307005695822,-0.08099108389024828,-0.0036467376574860697,0.03196679727893421,890
Q1,mpc_midpoint,5000,medical-food,-0.032965015282450494,0.020305354954754,-0.07276351099376833,0.006833480428867347,0.10449022668899052,890
Q1,mpc_alt,pooled,food-cash,-0.022941617899303823,0.01481919447098493,-0.051987239062434284,0.006104003263826641,0.12159784948104267,2715
Q1,mpc_alt,pooled,medical-cash,-0.07508674810200505,0.013623660670305364,-0.10178912301580356,-0.04838437318820654,3.557969896633529e-08,2715
Q1,mpc_alt,pooled,medical-food,-0.05214513020270123,0.01314045342252646,-0.07790041891085309,-0.026389841494549367,7.239020211545091e-05,2715
Q1,mpc_alt,200,food-cash,-0.030403913847622477,0.026892157603544836,-0.08311254275057035,0.0223047150553254,0.25822911733135834,943
Q1,mpc_alt,200,medical-cash,-0.0936973208910295,0.0257007736105401,-0.1440708371676881,-0.0433238046143709,0.00026666450012029214,943
Q1,mpc_alt,200,medical-food,-0.06329340704340702,0.023549389828873803,-0.10945021110799968,-0.01713660297881437,0.007194863745687093,943
Q1,mpc_alt,1000,food-cash,-0.03208073030456912,0.025294822653852838,-0.08165858270612068,0.01749712209698244,0.2047006210863641,882
Q1,mpc_alt,1000,medical-cash,-0.0826672354948805,0.02322162549117018,-0.12818162145757406,-0.03715284953218695,0.00037096131052508156,882
Q1,mpc_alt,1000,medical-food,-0.05058650519031138,0.022460109414762383,-0.09460831964324565,-0.006564690737377109,0.02430444275557813,882
Q1,mpc_alt,5000,food-cash,-0.008250330126391231,0.024398280727872843,-0.056070960353022004,0.03957030010023954,0.7352485623451865,890
Q1,mpc_alt,5000,medical-cash,-0.04698337100419764,0.02149089541365515,-0.08910552601496173,-0.004861215993433546,0.028801059812068087,890
Q1,mpc_alt,5000,medical-food,-0.03873304087780641,0.022188635642923126,-0.08222276673793574,0.0047566849823229215,0.08087610553785952,890
Q2,outcome_ord,pooled,food-cash,0.00939546869966712,0.12232126657170402,-0.23035421378087276,0.249145151180207,0.9387748761018486,1208
Q2,outcome_ord,pooled,medical-cash,-0.32749491616467763,0.1163027915061584,-0.5554483875167481,-0.09954144481260718,0.00486435567317833,1208
Q2,outcome_ord,pooled,medical-food,-0.33689038486434475,0.11514584708675792,-0.5625762451543903,-0.11120452457429925,0.0034360371740847456,1208
Q2,outcome_ord,200,food-cash,-0.09483122362869212,0.22561831015497408,-0.5370431115324412,0.34738066427505704,0.6742538525687343,404
Q2,outcome_ord,200,medical-cash,-0.4051587301587305,0.22538448385485924,-0.8469123185142546,0.03659485819679359,0.07223508373628276,404
Q2,outcome_ord,200,medical-food,-0.3103275065300384,0.20089404361031069,-0.7040798320062474,0.08342481894617054,0.12241104252924664,404
Q2,outcome_ord,1000,food-cash,0.3616803278688523,0.22336264786496443,-0.07611046194647797,0.7994711176841826,0.10539313697834149,384
Q2,outcome_ord,1000,medical-cash,-0.1949626865671643,0.1998032130078779,-0.586576984062605,0.19665161092827638,0.3291767045452384,384
Q2,outcome_ord,1000,medical-food,-0.5566430144360166,0.20164601090116852,-0.9518691958023069,-0.16141683306972632,0.00577136577947174,384
Q2,outcome_ord,5000,food-cash,-0.21954687648118298,0.19177294653383653,-0.5954218516875025,0.1563280987251366,0.25228076485612205,420
Q2,outcome_ord,5000,medical-cash,-0.3989731199033524,0.1860078897180192,-0.76354858375067,-0.03439765605603473,0.03195878080333701,420
Q2,outcome_ord,5000,medical-food,-0.1794262434221694,0.19600858347942438,-0.5636030670418412,0.20475058019750236,0.359981715592925,420
Q2,mpc_midpoint,pooled,food-cash,0.0015945452593149334,0.02093048435488849,-0.0394292040762665,0.04261829459489637,0.9392735769848451,1208
Q2,mpc_midpoint,pooled,medical-cash,-0.06190129046285284,0.01922994560389999,-0.09959198384649681,-0.024210597079208855,0.0012863625589404754,1208
Q2,mpc_midpoint,pooled,medical-food,-0.06349583572216777,0.01899152529379874,-0.1007192252980133,-0.026272446146322237,0.0008276526779687865,1208
Q2,mpc_midpoint,200,food-cash,-0.02515822784810129,0.03901260025564205,-0.1016229243491597,0.05130646865295713,0.5190085716886714,404
Q2,mpc_midpoint,200,medical-cash,-0.08273809523809522,0.038086796596239474,-0.15738821656672458,-0.008087973909465848,0.02982879314189061,404
Q2,mpc_midpoint,200,medical-food,-0.05757986738999393,0.0332221989737319,-0.12269537737850846,0.007535642598520589,0.08306466169789427,404
Q2,mpc_midpoint,1000,food-cash,0.048357453893442565,0.03854402844799195,-0.027188841864621657,0.12390374965150679,0.209622912266485,384
Q2,mpc_midpoint,1000,medical-cash,-0.057459771455223824,0.03279474441894187,-0.12173747051634988,0.006817927605902233,0.07975609131607803,384
Q2,mpc_midpoint,1000,medical-food,-0.10581722534866639,0.03420516029688327,-0.1728593395305576,-0.03877511116677518,0.0019774114248448504,384
Q2,mpc_midpoint,5000,food-cash,-0.020285098113565242,0.03223176473924156,-0.0834593570024787,0.04288916077534821,0.529119193304688,420
Q2,mpc_midpoint,5000,medical-cash,-0.051448454646129044,0.03013992020915287,-0.11052269825606867,0.007625788963810581,0.08782445225886958,420
Q2,mpc_midpoint,5000,medical-food,-0.031163356532563802,0.03154718182459188,-0.0929958329087639,0.030669119843636287,0.32323429901654055,420
Q2,mpc_alt,pooled,food-cash,0.0013238662801102197,0.023353220336598767,-0.044448445579623366,0.047096178139843806,0.954793087681991,1208
Q2,mpc_alt,pooled,medical-cash,-0.07101142743864225,0.021248560042130875,-0.11265860512121877,-0.029364249756065733,0.0008319483495925034,1208
Q2,mpc_alt,pooled,medical-food,-0.07233529371875247,0.020961473833915598,-0.11341978243322703,-0.0312508050042779,0.0005587853681712172,1208
Q2,mpc_alt,200,food-cash,-0.03250263713080165,0.043992961678001166,-0.11872884201968394,0.05372356775808064,0.4600196575719604,404
Q2,mpc_alt,200,medical-cash,-0.0977678571428571,0.042722210776918686,-0.18150339026561774,-0.014032324020096479,0.02211103745949273,404
Q2,mpc_alt,200,medical-food,-0.06526522001205545,0.036847660344681524,-0.13748663428763125,0.0069561942635203294,0.07652454396516323,404
Q2,mpc_alt,1000,food-cash,0.05312820184426226,0.04283790231849937,-0.030834086699996502,0.137090490388521,0.21489594369327836,384
Q2,mpc_alt,1000,medical-cash,-0.06460179570895513,0.036075293027609645,-0.13530937004307003,0.0061057786251597634,0.07333357914810394,384
Q2,mpc_alt,1000,medical-food,-0.11772999755321739,0.03799037047280426,-0.19219112367991373,-0.043268871426521055,0.0019421229604898833,384
Q2,mpc_alt,5000,food-cash,-0.019787420608588485,0.03570739747450548,-0.08977391965861922,0.05019907844144225,0.5794730067265021,420
Q2,mpc_alt,5000,medical-cash,-0.05796712976945537,0.03277315242974506,-0.12220250853175568,0.006268248992844949,0.076937558298102,420
Q2,mpc_alt,5000,medical-food,-0.03817970916086688,0.03439520943881461,-0.10559431966094351,0.02923490133920975,0.2669861640119403,420
