domain,encoded_predictor,context,row_type,standardized_coef,lo,p10,p25,p50,p75,p90,hi,pooled_coef,fixed_display_subset,bootstrap_B
security_pressure,q09_gain,food,form,0.0076596537,-0.01782763674855232,-0.010249010380357504,-0.00016800434968899935,0.007818059530109167,0.01710286783054471,0.026404012180864814,0.03810568889603018,0.01115775,True,300
security_pressure,q09_gain,medical,form,0.008107026,-0.016098509123548866,-0.007589344913139939,-0.0009301118552684784,0.008001312613487244,0.016254127025604248,0.023345895670354368,0.030611282167956184,0.01115775,True,300
security_pressure,q09_gain,cash-food,difference,0.01373536,-0.02467517936602235,-0.014171027857810256,-0.0011849978473037481,0.013151190243661404,0.02740089502185583,0.037492533028125774,0.05077196033671493,0.01115775,True,300
security_pressure,q09_gain,cash-medical,difference,0.013287987,-0.021868879441171885,-0.009994809329509734,-0.0004667094981414266,0.012112841475754976,0.0251843580044806,0.036986025422811514,0.05094137471169232,0.01115775,True,300
security_pressure,q09_gain,food-medical,difference,-0.00044737244,-0.03582557803019881,-0.022717012278735637,-0.012240275042131543,0.000819434761069715,0.012288994388654828,0.024322773702442676,0.036618164740502834,0.01115775,True,300
security_pressure,q10_effort,cash,form,-0.0022369295,-0.03267510943114758,-0.02053143586963415,-0.011956244939938188,-0.0015400968259200454,0.006336984573863447,0.015011347830295585,0.025009354157373303,-0.00722532,True,300
security_pressure,q10_effort,food,form,-0.012758344,-0.03912288350984454,-0.0279390599578619,-0.0201783268712461,-0.011622447986155748,-0.002861804619897157,0.0029888464370742512,0.013542967406101484,-0.00722532,True,300
security_pressure,q10_effort,medical,form,-0.010821444,-0.031316054379567505,-0.02509014345705509,-0.01941691990941763,-0.010407726746052504,-0.002788701851386577,0.0035795364994555797,0.011925113433971993,-0.00722532,True,300
security_pressure,q10_effort,cash-food,difference,0.010521415,-0.027967834379523993,-0.014340473152697085,-0.0038503160467371345,0.008923791348934174,0.021158454474061728,0.03224185220897198,0.04391004405915737,-0.00722532,True,300
security_pressure,q10_effort,cash-medical,difference,0.008584514,-0.027003568597137928,-0.015388215985149145,-0.004894739482551813,0.008617766201496124,0.021761465817689896,0.030182156898081305,0.04503367096185679,-0.00722532,True,300
security_pressure,q10_effort,food-medical,difference,-0.0019369004,-0.034931890293955804,-0.0233623631298542,-0.011835698271170259,0.00010928278788924217,0.010275682900100946,0.019317078404128555,0.0317294991575181,-0.00722532,True,300
security_pressure,q11_mobility,cash,form,-0.03283969,-0.05954341320320963,-0.04899406433105469,-0.04160749167203903,-0.031158990226686,-0.021974831353873014,-0.014115016162395475,-0.004693493526428943,-0.014202364,True,300
security_pressure,q11_mobility,food,form,-0.024886146,-0.04808446587994695,-0.04204118326306343,-0.03554434049874544,-0.026147929020226002,-0.01675003906711936,-0.00980393029749393,-0.001773343470995319,-0.014202364,True,300
security_pressure,q11_mobility,medical,form,9.698365e-05,-0.02179029742255807,-0.013724853936582801,-0.0069660787703469396,-7.680909766349941e-05,0.007110467180609703,0.01350409155711532,0.02102826610207557,-0.014202364,True,300
security_pressure,q11_mobility,cash-food,difference,-0.007953543,-0.04510178733617067,-0.03164108358323574,-0.0189875615760684,-0.005871344357728958,0.009319887962192297,0.019901804439723496,0.026595413358882065,-0.014202364,True,300
security_pressure,q11_mobility,cash-medical,difference,-0.032936674,-0.06589207723736763,-0.054570088908076284,-0.04479516018182039,-0.03153804875910282,-0.019480957183986902,-0.008958938624709839,0.002154342015273867,-0.014202364,True,300
security_pressure,q11_mobility,food-medical,difference,-0.02498313,-0.060928055271506305,-0.047368249669671056,-0.03822092432528734,-0.02540581114590168,-0.013742521870881319,-0.0036982567515224185,0.005597503727767561,-0.014202364,True,300
security_pressure,q13_pressure,cash,form,-0.008102511,-0.03219074523076415,-0.021526982076466084,-0.01566854235716164,-0.006596757331863046,0.000529114346136339,0.00743684279732407,0.016801783395931115,0.0035963056,False,300
security_pressure,q13_pressure,food,form,0.002705948,-0.02262678402476013,-0.014002722594887017,-0.0064075186382979155,0.0036598026053979993,0.011338163167238235,0.018076657503843314,0.027754923608154014,0.0035963056,False,300
security_pressure,q13_pressure,medical,form,0.026374465,0.005551932554226369,0.01389386160299182,0.019794059917330742,0.027318677864968777,0.0346258245408535,0.04098067730665207,0.04695040639489888,0.0035963056,False,300
security_pressure,q13_pressure,cash-food,difference,-0.010808459,-0.042858485318720344,-0.031548166275024415,-0.021625769324600697,-0.009167854208499193,0.0004569100055960007,0.008924795221537355,0.022279767179861656,0.0035963056,False,300
security_pressure,q13_pressure,cash-medical,difference,-0.034476977,-0.06475245971232653,-0.052797022834420206,-0.04613903630524874,-0.03498362936079502,-0.024126690346747637,-0.013290106970816845,-0.004157461610157084,0.0035963056,False,300
security_pressure,q13_pressure,food-medical,difference,-0.023668516,-0.055254417937248945,-0.044956729933619495,-0.03613029047846794,-0.024368670769035816,-0.013366618426516652,-0.004600751027464856,0.008979144273325778,0.0035963056,False,300
expectations,q15_fut_self,cash,form,-0.0019911327,-0.026984885660931466,-0.01802052017301321,-0.010516277980059385,-0.0010322154266759753,0.007155683706514537,0.015170113276690251,0.022229852015152558,-0.0048606945,False,300
expectations,q15_fut_self,food,form,-0.0042688423,-0.030611472390592098,-0.02255115006119013,-0.012420481070876122,-0.003917689551599324,0.004547635326161981,0.012079828325659039,0.020055736787617205,-0.0048606945,False,300
expectations,q15_fut_self,medical,form,-0.005930316,-0.022876885114237668,-0.017517929151654243,-0.01218841434456408,-0.006156898802146316,0.0011667904909700155,0.009742847457528115,0.017408072575926768,-0.0048606945,False,300
